"FATALITY_ID","EVENT_ID","FATALITY_DATE","FATALITY_AGE","FATALITY_SEX","FATALITY_LOCATION","FATALITY_MONTH"
41131,883016,2020-03-03,4,"M","Permanent Home","March"
41132,883016,2020-03-03,30,"M","Permanent Home","March"
41133,883016,2020-03-03,30,"F","Permanent Home","March"
41134,883016,2020-03-03,2,"M","Permanent Home","March"
41135,883016,2020-03-03,50,"M","Permanent Home","March"
41136,883016,2020-03-03,50,"F","Permanent Home","March"
41137,883016,2020-03-03,67,"F","Permanent Structure","March"
41138,883016,2020-03-03,28,"F","Permanent Structure","March"
41139,883016,2020-03-03,12,"F","Permanent Home","March"
41140,883016,2020-03-03,65,"M","Mobile/Trailer Home","March"
41141,883016,2020-03-03,63,"F","Mobile/Trailer Home","March"
41142,883016,2020-03-03,36,"F","Permanent Home","March"
41143,883016,2020-03-03,68,"M","Permanent Home","March"
41144,883016,2020-03-03,34,"F","Mobile/Trailer Home","March"
44963,992010,2020-07-19,NA,"","Unknown","July"
44964,992010,2020-07-19,NA,"","Unknown","July"
44970,992011,2020-07-20,NA,"","Unknown","July"
44973,992011,2020-07-20,NA,"","Unknown","July"
44974,992011,2020-07-20,NA,"","Unknown","July"
44975,992011,2020-07-20,NA,"","Unknown","July"
44976,992011,2020-07-20,NA,"","Unknown","July"
44977,992012,2020-07-21,NA,"","Unknown","July"
44978,992012,2020-07-21,NA,"","Unknown","July"
44980,992012,2020-07-21,NA,"","Unknown","July"
44982,992012,2020-07-21,NA,"","Unknown","July"
44983,992013,2020-07-22,NA,"","Unknown","July"
44988,992155,2020-07-27,NA,"","Unknown","July"
44989,992155,2020-07-27,NA,"","Unknown","July"
44990,992156,2020-07-28,NA,"","Unknown","July"
44991,992156,2020-07-28,NA,"","Unknown","July"
44992,992156,2020-07-28,NA,"","Unknown","July"
44994,992156,2020-07-28,NA,"","Unknown","July"
44995,992156,2020-07-28,NA,"","Unknown","July"
44996,992156,2020-07-28,NA,"","Unknown","July"
44997,992156,2020-07-28,NA,"","Unknown","July"
45023,992157,2020-07-29,NA,"","Unknown","July"
45024,992157,2020-07-29,NA,"","Unknown","July"
45025,992157,2020-07-29,NA,"","Unknown","July"
45026,992157,2020-07-29,NA,"","Unknown","July"
45027,992157,2020-07-29,NA,"","Unknown","July"
45028,992157,2020-07-30,NA,"","Unknown","July"
45029,992157,2020-07-30,NA,"","Unknown","July"
45031,992157,2020-07-31,NA,"","Unknown","July"
45032,992157,2020-07-31,NA,"","Unknown","July"
45033,992157,2020-07-31,NA,"","Unknown","July"
45034,992157,2020-07-31,NA,"","Unknown","July"
45035,992157,2020-07-31,NA,"","Unknown","July"
45036,992157,2020-07-31,NA,"","Unknown","July"
45037,992157,2020-07-31,NA,"","Unknown","July"
45013,992158,2020-07-26,NA,"","Unknown","July"
45038,992707,2020-08-01,NA,"","Unknown","August"
45039,992707,2020-08-01,NA,"","Unknown","August"
45040,992707,2020-08-01,NA,"","Unknown","August"
45043,992707,2020-08-01,NA,"","Unknown","August"
45044,992707,2020-08-01,NA,"","Unknown","August"
45045,992707,2020-08-01,NA,"","Unknown","August"
45046,992707,2020-08-01,NA,"","Unknown","August"
45047,992707,2020-08-01,NA,"","Unknown","August"
45048,992707,2020-08-02,NA,"","Unknown","August"
45049,992707,2020-08-02,NA,"","Unknown","August"
45050,992707,2020-08-02,NA,"","Unknown","August"
45051,992707,2020-08-03,NA,"","Unknown","August"
45053,992707,2020-08-03,NA,"","Unknown","August"
45054,992707,2020-08-03,NA,"","Unknown","August"
45055,992707,2020-08-03,NA,"","Unknown","August"
45056,992707,2020-08-03,NA,"","Unknown","August"
45057,992707,2020-08-03,NA,"","Unknown","August"
45058,992707,2020-08-04,NA,"","Unknown","August"
45059,992707,2020-08-04,NA,"","Unknown","August"
45060,992707,2020-08-04,NA,"","Unknown","August"
45061,992707,2020-08-04,NA,"","Unknown","August"
45062,992707,2020-08-04,NA,"","Unknown","August"
45063,992707,2020-08-04,NA,"","Unknown","August"
45065,992708,2020-08-05,NA,"","Unknown","August"
45066,992708,2020-08-05,NA,"","Unknown","August"
45067,992708,2020-08-05,NA,"","Unknown","August"
45068,992708,2020-08-05,NA,"","Unknown","August"
45069,992708,2020-08-05,NA,"","Unknown","August"
45083,992709,2020-08-06,NA,"","Unknown","August"
45084,992709,2020-08-06,NA,"","Unknown","August"
45085,992709,2020-08-06,NA,"","Unknown","August"
45086,992709,2020-08-06,NA,"","Unknown","August"
45089,992709,2020-08-07,NA,"","Unknown","August"
45090,992709,2020-08-07,NA,"","Unknown","August"
45091,992710,2020-08-09,NA,"","Unknown","August"
45092,992710,2020-08-09,NA,"","Unknown","August"
45093,992710,2020-08-10,NA,"","Unknown","August"
45094,992710,2020-08-10,NA,"","Unknown","August"
45095,992711,2020-08-11,NA,"","Unknown","August"
45096,992712,2020-08-12,NA,"","Unknown","August"
45097,992712,2020-08-12,NA,"","Unknown","August"
45098,992712,2020-08-13,NA,"","Unknown","August"
45099,992712,2020-08-13,NA,"","Unknown","August"
45101,992712,2020-08-13,NA,"","Unknown","August"
45102,992712,2020-08-14,NA,"","Unknown","August"
45103,992712,2020-08-14,NA,"","Unknown","August"
45104,992712,2020-08-14,NA,"","Unknown","August"
45105,992712,2020-08-14,NA,"","Unknown","August"
45106,992712,2020-08-15,NA,"","Unknown","August"
45107,992712,2020-08-15,NA,"","Unknown","August"
45108,992712,2020-08-15,NA,"","Unknown","August"
45109,992712,2020-08-15,NA,"","Unknown","August"
45110,992712,2020-08-15,NA,"","Unknown","August"
45112,992712,2020-08-15,NA,"","Unknown","August"
45113,992712,2020-08-16,NA,"","Unknown","August"
45114,992712,2020-08-16,NA,"","Unknown","August"
45115,992712,2020-08-16,NA,"","Unknown","August"
45116,992712,2020-08-16,NA,"","Unknown","August"
45117,992712,2020-08-17,NA,"","Unknown","August"
45118,992712,2020-08-17,NA,"","Unknown","August"
45119,992712,2020-08-17,NA,"","Unknown","August"
45121,992712,2020-08-17,NA,"","Unknown","August"
45122,992712,2020-08-17,NA,"","Unknown","August"
45124,992712,2020-08-18,NA,"","Unknown","August"
45125,992712,2020-08-18,NA,"","Unknown","August"
45126,992712,2020-08-19,NA,"","Unknown","August"
40988,884340,2020-05-30,NA,"M","Boating","May"
41644,919374,2020-09-04,28,"F","Outside/Open Areas","September"
41645,919374,2020-09-06,25,"M","Outside/Open Areas","September"
41692,919384,2020-09-04,31,"M","Outside/Open Areas","September"
42892,919391,2020-09-04,27,"M","Outside/Open Areas","September"
42893,919391,2020-09-04,47,"M","Outside/Open Areas","September"
41819,922402,2020-09-20,30,"M","Outside/Open Areas","September"
41817,922403,2020-09-29,22,"M","Outside/Open Areas","September"
41818,922404,2020-09-29,38,"M","Outside/Open Areas","September"
42155,930283,2020-12-01,79,"M","Vehicle/Towed Trailer","December"
41080,887044,2020-04-22,NA,"","Unknown","April"
41997,887908,2020-04-12,NA,"","Unknown","April"
41998,887908,2020-04-12,NA,"","Unknown","April"
45127,992712,2020-08-19,NA,"","Unknown","August"
45128,992712,2020-08-19,NA,"","Unknown","August"
45129,992712,2020-08-20,NA,"","Unknown","August"
45130,992712,2020-08-20,NA,"","Unknown","August"
45131,992712,2020-08-20,NA,"","Unknown","August"
45132,992712,2020-08-20,NA,"","Unknown","August"
45133,992712,2020-08-20,NA,"","Unknown","August"
45134,992712,2020-08-20,NA,"","Unknown","August"
45136,992712,2020-08-20,NA,"","Unknown","August"
45137,992712,2020-08-21,NA,"","Unknown","August"
45138,992712,2020-08-22,NA,"","Unknown","August"
45140,992713,2020-08-23,NA,"","Unknown","August"
45141,992713,2020-08-23,NA,"","Unknown","August"
45142,992713,2020-08-23,NA,"","Unknown","August"
45143,992714,2020-08-24,NA,"","Unknown","August"
45144,992714,2020-08-25,NA,"","Unknown","August"
45145,992714,2020-08-26,NA,"","Unknown","August"
45146,992714,2020-08-26,NA,"","Unknown","August"
45148,992714,2020-08-28,NA,"","Unknown","August"
45149,992714,2020-08-28,NA,"","Unknown","August"
45150,992714,2020-08-28,NA,"","Unknown","August"
45151,992714,2020-08-28,NA,"","Unknown","August"
45152,992714,2020-08-28,NA,"","Unknown","August"
45153,992714,2020-08-29,NA,"","Unknown","August"
45154,992714,2020-08-29,NA,"","Unknown","August"
45155,992714,2020-08-30,NA,"","Unknown","August"
45156,992714,2020-08-31,NA,"","Unknown","August"
45157,992714,2020-08-31,NA,"","Unknown","August"
45158,992714,2020-08-31,NA,"","Unknown","August"
45159,992715,2020-09-02,NA,"","Unknown","September"
45160,992716,2020-09-03,NA,"","Unknown","September"
45161,992716,2020-09-03,NA,"","Unknown","September"
45162,992717,2020-09-04,NA,"","Unknown","September"
45163,992717,2020-09-04,NA,"","Unknown","September"
45164,992717,2020-09-04,NA,"","Unknown","September"
45165,992717,2020-09-05,NA,"","Unknown","September"
45166,992717,2020-09-05,NA,"","Unknown","September"
45167,992717,2020-09-05,NA,"","Unknown","September"
45168,992717,2020-09-05,NA,"","Unknown","September"
45169,992717,2020-09-05,NA,"","Unknown","September"
45170,992717,2020-09-06,NA,"","Unknown","September"
45171,992717,2020-09-06,NA,"","Unknown","September"
45172,992717,2020-09-06,NA,"","Unknown","September"
45173,992717,2020-09-07,NA,"","Unknown","September"
45182,992789,2020-09-28,NA,"","Unknown","September"
45183,992790,2020-09-29,NA,"","Unknown","September"
45184,992791,2020-10-01,NA,"","Unknown","October"
45185,992792,2020-10-06,NA,"","Unknown","October"
45222,992985,2020-08-20,42,"M","Outside/Open Areas","August"
45226,993422,2020-09-06,20,"M","Outside/Open Areas","September"
44972,992011,2020-07-20,NA,"","Unknown","July"
44979,992012,2020-07-21,NA,"","Unknown","July"
45139,992713,2020-08-23,NA,"","Unknown","August"
45147,992714,2020-08-26,NA,"","Unknown","August"
44858,991997,2020-07-03,NA,"","Unknown","July"
44869,992001,2020-07-07,NA,"","Unknown","July"
44881,992003,2020-07-11,NA,"","Unknown","July"
44892,992003,2020-07-12,NA,"","Unknown","July"
44904,992003,2020-07-13,NA,"","Unknown","July"
44916,992004,2020-07-14,NA,"","Unknown","July"
44930,992006,2020-07-15,NA,"","Unknown","July"
44942,992007,2020-07-16,NA,"","Unknown","July"
44953,992010,2020-07-19,NA,"","Unknown","July"
44965,992010,2020-07-19,NA,"","Unknown","July"
44993,992156,2020-07-28,NA,"","Unknown","July"
45030,992157,2020-07-31,NA,"","Unknown","July"
45041,992707,2020-08-01,NA,"","Unknown","August"
45052,992707,2020-08-03,NA,"","Unknown","August"
45064,992708,2020-08-05,NA,"","Unknown","August"
45088,992709,2020-08-07,NA,"","Unknown","August"
45100,992712,2020-08-13,NA,"","Unknown","August"
45111,992712,2020-08-15,NA,"","Unknown","August"
45123,992712,2020-08-17,NA,"","Unknown","August"
45135,992712,2020-08-20,NA,"","Unknown","August"
41719,919724,2020-08-10,74,"M","Mobile/Trailer Home","August"
41910,923916,2020-10-13,71,"F","Vehicle/Towed Trailer","October"
40452,866960,2020-01-11,79,"M","Mobile/Trailer Home","January"
44898,992003,2020-07-13,NA,"","Unknown","July"
44934,992007,2020-07-16,NA,"","Unknown","July"
44971,992011,2020-07-20,NA,"","Unknown","July"
44981,992012,2020-07-21,NA,"","Unknown","July"
45042,992707,2020-08-01,NA,"","Unknown","August"
45087,992709,2020-08-06,NA,"","Unknown","August"
45120,992712,2020-08-17,NA,"","Unknown","August"
40675,866540,2020-01-10,44,"M","Mobile/Trailer Home","January"
40439,866671,2020-01-11,75,"M","Permanent Home","January"
40453,866960,2020-01-11,65,"F","Mobile/Trailer Home","January"
40454,866960,2020-01-11,87,"M","Mobile/Trailer Home","January"
45415,884164,2020-04-13,63,"M","Mobile/Trailer Home","April"
45416,884164,2020-04-13,68,"F","Mobile/Trailer Home","April"
41089,890571,2020-04-19,NA,"M","Mobile/Trailer Home","April"
41312,910149,2020-08-22,52,"M","Camping","August"
41313,910149,2020-08-22,41,"F","Camping","August"
41963,925309,2020-11-11,NA,"M","Permanent Home","November"
42032,928677,2020-11-11,NA,"M","Permanent Home","November"
44555,985824,2020-05-06,NA,"","Unknown","May"
44556,985841,2020-05-04,NA,"","Unknown","May"
45242,985851,2020-05-28,NA,"","Unknown","May"
45243,985851,2020-05-30,NA,"","Unknown","May"
45244,985851,2020-05-31,NA,"","Unknown","May"
45245,985851,2020-05-31,NA,"","Unknown","May"
45246,985851,2020-05-31,NA,"","Unknown","May"
41317,873349,2020-01-07,41,"M","Outside/Open Areas","January"
40848,880546,2020-03-02,67,"M","Mobile/Trailer Home","March"
41257,888897,2020-06-09,29,"M","Vehicle/Towed Trailer","June"
41258,888897,2020-06-09,40,"M","Vehicle/Towed Trailer","June"
41087,890156,2020-04-12,40,"F","Mobile/Trailer Home","April"
41416,891063,2020-06-29,70,"M","In Water","June"
41318,906030,2020-06-28,19,"M","Outside/Open Areas","June"
41262,906033,2020-06-21,24,"M","Outside/Open Areas","June"
41315,912085,2020-07-02,61,"F","Unknown","July"
41414,914808,2020-06-29,85,"M","Vehicle/Towed Trailer","June"
41522,917688,2020-10-08,27,"M","Outside/Open Areas","October"
41662,919903,2020-10-18,42,"M","In Water","October"
41700,917686,2020-10-07,75,"M","Outside/Open Areas","October"
41716,920239,2020-10-22,66,"M","Vehicle/Towed Trailer","October"
41717,920645,2020-10-22,18,"F","Vehicle/Towed Trailer","October"
41792,919878,2020-10-26,NA,"M","Vehicle/Towed Trailer","October"
41793,919879,2020-10-26,59,"M","Other","October"
41864,922639,2020-10-18,NA,"M","In Water","October"
41871,923338,2020-10-07,71,"M","Golfing","October"
41912,924048,2020-10-29,22,"M","Mobile/Trailer Home","October"
41913,924129,2020-10-28,23,"F","Permanent Home","October"
41914,924129,2020-10-28,24,"M","Permanent Home","October"
41922,924377,2020-10-26,84,"F","Outside/Open Areas","October"
41935,924576,2020-10-09,60,"M","In Water","October"
41952,924937,2020-10-05,1,"F","Vehicle/Towed Trailer","October"
41953,924944,2020-10-13,NA,"M","Outside/Open Areas","October"
41967,925737,2020-10-23,NA,"M","Outside/Open Areas","October"
41980,923474,2020-10-14,86,"M","Permanent Home","October"
41981,923474,2020-10-14,84,"F","Permanent Home","October"
41984,925293,2020-10-28,NA,"","Unknown","October"
41985,926246,2020-10-28,NA,"M","Outside/Open Areas","October"
41986,926247,2020-10-28,58,"M","In Water","October"
41987,923293,2020-10-07,NA,"M","Vehicle/Towed Trailer","October"
41988,924369,2020-10-22,84,"M","Vehicle/Towed Trailer","October"
41989,925936,2020-10-09,70,"F","Permanent Home","October"
41990,925936,2020-10-14,73,"M","Permanent Home","October"
41991,925952,2020-10-09,86,"M","Permanent Structure","October"
41992,925854,2020-10-09,NA,"","In Water","October"
41995,924694,2020-10-27,80,"F","Unknown","October"
41996,925037,2020-10-26,67,"M","Vehicle/Towed Trailer","October"
41911,923945,2020-12-07,67,"F","Outside/Open Areas","December"
41954,925141,2020-12-12,40,"M","Vehicle/Towed Trailer","December"
41964,925380,2020-12-14,65,"F","Vehicle/Towed Trailer","December"
41965,925612,2020-12-12,82,"M","Vehicle/Towed Trailer","December"
41966,925635,2020-12-22,NA,"","Vehicle/Towed Trailer","December"
41983,926661,2020-12-26,57,"M","Outside/Open Areas","December"
41993,926907,2020-12-30,55,"M","In Water","December"
42011,927849,2020-12-08,NA,"","In Water","December"
42301,931719,2020-12-19,51,"M","Outside/Open Areas","December"
42302,931719,2020-12-19,55,"M","Outside/Open Areas","December"
42379,931869,2020-12-02,30,"M","Permanent Home","December"
42380,931869,2020-12-02,23,"F","Permanent Home","December"
42340,932086,2020-12-17,40,"M","Vehicle/Towed Trailer","December"
42335,932193,2020-12-29,62,"M","Vehicle/Towed Trailer","December"
42391,933827,2020-12-24,38,"F","Outside/Open Areas","December"
42395,934575,2020-12-21,NA,"","Vehicle/Towed Trailer","December"
42397,934826,2020-12-23,46,"F","In Water","December"
42452,937315,2020-12-20,36,"M","In Water","December"
41756,921017,2020-08-16,NA,"F","In Water","August"
41757,921018,2020-08-17,NA,"M","In Water","August"
41808,922256,2020-08-31,4,"M","In Water","August"
41809,922256,2020-08-31,5,"F","In Water","August"
41939,922952,2020-09-07,NA,"","Other","September"
41940,922952,2020-09-07,NA,"","Other","September"
41941,922952,2020-09-07,NA,"","Other","September"
41942,922952,2020-09-08,NA,"","Other","September"
41943,922952,2020-09-08,NA,"","Other","September"
42423,929780,2020-09-07,71,"F","Outside/Open Areas","September"
42424,929780,2020-09-07,41,"M","Outside/Open Areas","September"
42425,929780,2020-09-07,72,"M","Permanent Home","September"
42421,929780,2020-09-07,13,"M","Vehicle/Towed Trailer","September"
42422,929780,2020-09-07,71,"F","Vehicle/Towed Trailer","September"
42426,929884,2020-09-07,59,"M","Permanent Home","September"
42183,930898,2020-11-12,11,"M","In Water","November"
42346,932331,2020-09-06,20,"M","Outside/Open Areas","September"
42348,932463,2020-08-20,42,"M","Outside/Open Areas","August"
42405,935707,2020-09-01,60,"F","In Water","September"
40520,867876,2020-02-07,34,"F","Vehicle/Towed Trailer","February"
41108,891663,2020-07-03,9,"F","Under Tree","July"
40522,867881,2020-02-07,80,"M","Vehicle/Towed Trailer","February"
41158,893619,2020-07-03,26,"M","In Water","July"
40552,868112,2020-02-06,74,"M","Vehicle/Towed Trailer","February"
40557,868267,2020-02-09,32,"F","Vehicle/Towed Trailer","February"
40775,868619,2020-02-13,49,"F","Vehicle/Towed Trailer","February"
40604,869330,2020-02-11,65,"M","Outside/Open Areas","February"
40607,869338,2020-02-14,73,"F","Permanent Home","February"
40608,869355,2020-02-17,72,"M","Outside/Open Areas","February"
40711,869390,2020-02-14,73,"M","Vehicle/Towed Trailer","February"
40749,869643,2020-02-09,32,"F","Vehicle/Towed Trailer","February"
40628,870187,2020-02-22,44,"M","In Water","February"
40650,870789,2020-02-15,28,"M","Outside/Open Areas","February"
40651,870789,2020-02-15,30,"M","Outside/Open Areas","February"
40664,871644,2020-02-25,21,"M","Outside/Open Areas","February"
40665,871646,2020-02-10,32,"M","Outside/Open Areas","February"
40746,871919,2020-02-25,26,"M","Vehicle/Towed Trailer","February"
40787,871967,2020-02-06,61,"F","Unknown","February"
40782,872848,2020-02-07,19,"M","Vehicle/Towed Trailer","February"
40683,872925,2020-02-15,37,"F","Outside/Open Areas","February"
40776,874819,2020-02-09,30,"F","Vehicle/Towed Trailer","February"
40777,875298,2020-02-14,39,"M","Vehicle/Towed Trailer","February"
40768,875856,2020-02-13,45,"M","Vehicle/Towed Trailer","February"
40769,875856,2020-02-13,18,"M","Vehicle/Towed Trailer","February"
40780,876089,2020-02-12,41,"M","Vehicle/Towed Trailer","February"
40767,876110,2020-02-07,27,"M","Vehicle/Towed Trailer","February"
40751,876151,2020-02-06,25,"M","Vehicle/Towed Trailer","February"
41155,893623,2020-07-12,65,"M","In Water","July"
40788,878823,2020-02-04,NA,"","Vehicle/Towed Trailer","February"
40797,879200,2020-02-05,82,"M","Vehicle/Towed Trailer","February"
40798,879214,2020-02-13,64,"M","Vehicle/Towed Trailer","February"
40799,879215,2020-02-26,34,"M","Vehicle/Towed Trailer","February"
40804,879903,2020-02-15,27,"M","In Water","February"
41156,893627,2020-07-12,72,"M","In Water","July"
41157,893627,2020-07-12,73,"M","In Water","July"
41173,895649,2020-07-15,14,"M","In Water","July"
41174,895656,2020-07-22,33,"M","In Water","July"
41182,896866,2020-07-07,37,"M","Other","July"
41184,897151,2020-07-27,40,"M","In Water","July"
41364,898307,2020-07-08,30,"M","Permanent Structure","July"
41343,898711,2020-07-30,15,"M","Heavy Equipment/Construction","July"
41233,901230,2020-07-18,19,"M","In Water","July"
41244,903180,2020-07-10,NA,"","In Water","July"
41254,904156,2020-07-16,26,"M","In Water","July"
41268,906088,2020-07-01,67,"M","In Water","July"
41299,908260,2020-07-10,34,"M","Outside/Open Areas","July"
41280,908264,2020-07-07,24,"F","In Water","July"
41310,911321,2020-07-08,NA,"M","Vehicle/Towed Trailer","July"
41344,911564,2020-07-26,46,"M","Vehicle/Towed Trailer","July"
42975,954667,2020-01-24,NA,"M","In Water","January"
42974,954669,2020-01-28,61,"M","In Water","January"
43016,954717,2020-03-16,22,"M","In Water","March"
43017,954719,2020-05-31,47,"M","In Water","May"
42980,954720,2020-09-01,75,"M","In Water","September"
42983,954723,2020-09-16,58,"M","In Water","September"
43018,954724,2020-09-18,29,"M","In Water","September"
43019,954724,2020-09-18,32,"F","In Water","September"
42988,954725,2020-09-26,NA,"F","In Water","September"
42989,954726,2020-09-29,20,"M","In Water","September"
42990,954727,2020-09-29,25,"M","In Water","September"
42991,954728,2020-10-01,NA,"F","In Water","October"
43023,954729,2020-11-08,40,"F","In Water","November"
42994,954730,2020-11-13,29,"M","In Water","November"
42977,954718,2020-03-16,60,"M","In Water","March"
43022,954729,2020-11-08,45,"M","In Water","November"
41438,912593,2020-07-31,65,"F","Under Tree","July"
41389,913052,2020-07-06,43,"M","Under Tree","July"
41390,913052,2020-07-06,34,"M","Under Tree","July"
41373,913529,2020-07-04,1,"F","Vehicle/Towed Trailer","July"
41410,914537,2020-07-09,19,"M","In Water","July"
44464,983413,2020-04-26,NA,"","Unknown","April"
44465,983413,2020-04-27,NA,"","Unknown","April"
43226,933530,2020-12-21,34,"F","Vehicle/Towed Trailer","December"
40525,865661,2020-01-10,18,"M","Vehicle/Towed Trailer","January"
40678,872072,2020-01-26,24,"M","Vehicle/Towed Trailer","January"
40770,877673,2020-01-23,56,"M","Vehicle/Towed Trailer","January"
40771,877673,2020-01-23,56,"F","Vehicle/Towed Trailer","January"
42857,946983,2020-07-17,50,"F","Camping","July"
42858,946983,2020-07-17,15,"M","Camping","July"
42859,946983,2020-07-17,15,"M","Camping","July"
41417,915468,2020-08-11,12,"M","In Water","August"
41226,899873,2020-05-22,24,"M","In Water","May"
42295,914182,2020-07-28,82,"M","Outside/Open Areas","July"
42291,914182,2020-07-27,34,"F","Permanent Home","July"
42292,914182,2020-07-27,33,"M","Permanent Home","July"
42293,914182,2020-07-27,17,"F","Permanent Home","July"
41553,919145,2020-10-24,27,"M","In Water","October"
41661,919814,2020-10-31,47,"M","In Water","October"
42151,919843,2020-10-09,17,"M","In Water","October"
41899,920774,2020-09-17,39,"M","Outside/Open Areas","September"
41744,921014,2020-09-13,NA,"M","Vehicle/Towed Trailer","September"
41950,924794,2020-10-27,61,"M","Outside/Open Areas","October"
41951,924794,2020-10-27,39,"M","Outside/Open Areas","October"
41969,925852,2020-10-06,NA,"M","Outside/Open Areas","October"
42351,925853,2020-10-20,67,"M","Outside/Open Areas","October"
41227,900079,2020-06-28,NA,"","Unknown","June"
44819,990625,2020-06-01,NA,"","Unknown","June"
44820,990625,2020-06-01,NA,"","Unknown","June"
44821,990627,2020-06-02,NA,"","Unknown","June"
44822,990627,2020-06-03,NA,"","Unknown","June"
44823,990627,2020-06-03,NA,"","Unknown","June"
44824,990627,2020-06-03,NA,"","Unknown","June"
44825,990627,2020-06-04,NA,"","Unknown","June"
44826,990627,2020-06-04,NA,"","Unknown","June"
44827,990629,2020-06-06,NA,"","Unknown","June"
44828,990629,2020-06-06,NA,"","Unknown","June"
44829,990633,2020-06-12,NA,"","Unknown","June"
44830,990650,2020-06-24,NA,"","Unknown","June"
44831,990651,2020-06-25,NA,"","Unknown","June"
44832,990653,2020-06-26,NA,"","Unknown","June"
44833,990653,2020-06-26,NA,"","Unknown","June"
44834,990653,2020-06-26,NA,"","Unknown","June"
44835,990655,2020-06-28,NA,"","Unknown","June"
42152,930272,2020-10-09,49,"M","In Water","October"
42154,930274,2020-10-10,19,"M","In Water","October"
42294,914182,2020-07-27,11,"M","Permanent Home","July"
