"FATALITY_ID","EVENT_ID","FATALITY_DATE","FATALITY_AGE","FATALITY_SEX","FATALITY_LOCATION","FATALITY_MONTH"
41516,918083,2020-08-27,67,"M","Permanent Home","August"
41518,918083,2020-08-29,50,"M","Permanent Home","August"
41919,924367,2020-11-15,NA,"","In Water","November"
41526,918105,2020-08-27,60,"M","Permanent Structure","August"
41527,918105,2020-08-27,53,"M","Permanent Structure","August"
41528,918105,2020-08-27,NA,"M","Permanent Structure","August"
41529,918105,2020-08-27,NA,"","Permanent Structure","August"
41530,918105,2020-08-27,NA,"","Permanent Structure","August"
41532,918460,2020-08-04,60,"F","Permanent Home","August"
41651,918700,2020-08-04,NA,"","Vehicle/Towed Trailer","August"
41544,918810,2020-09-02,NA,"M","Outside/Open Areas","September"
41546,918812,2020-08-14,69,"M","Outside/Open Areas","August"
41936,924641,2020-11-29,50,"M","Vehicle/Towed Trailer","November"
42296,928547,2020-11-22,18,"F","Vehicle/Towed Trailer","November"
41562,919148,2020-08-20,82,"M","Permanent Home","August"
41566,919149,2020-08-20,64,"M","Permanent Home","August"
42297,928551,2020-11-22,6,"","Vehicle/Towed Trailer","November"
42021,928557,2020-11-30,34,"M","Vehicle/Towed Trailer","November"
42022,928557,2020-11-30,33,"F","Vehicle/Towed Trailer","November"
42157,928567,2020-11-10,21,"M","Vehicle/Towed Trailer","November"
42158,928610,2020-11-10,27,"M","Vehicle/Towed Trailer","November"
42159,928624,2020-11-10,55,"M","Vehicle/Towed Trailer","November"
42160,928624,2020-11-10,43,"M","Vehicle/Towed Trailer","November"
42038,928851,2020-11-13,68,"M","Vehicle/Towed Trailer","November"
42163,928921,2020-11-10,70,"M","Vehicle/Towed Trailer","November"
42164,928921,2020-11-10,72,"M","Vehicle/Towed Trailer","November"
41650,919297,2020-08-27,51,"M","Mobile/Trailer Home","August"
41642,919334,2020-08-11,41,"F","Permanent Home","August"
41643,919340,2020-08-10,41,"M","Outside/Open Areas","August"
41652,919557,2020-08-25,56,"M","Permanent Home","August"
41295,909473,2020-09-05,16,"M","In Water","September"
41296,909474,2020-09-06,57,"M","In Water","September"
41298,909475,2020-09-07,NA,"","Unknown","September"
41432,909610,2020-09-08,NA,"","Unknown","September"
41433,909610,2020-09-08,NA,"","Unknown","September"
40755,877114,2020-04-16,27,"M","Vehicle/Towed Trailer","April"
40765,877048,2020-04-15,30,"M","Outside/Open Areas","April"
40766,877419,2020-04-12,60,"M","Outside/Open Areas","April"
40806,880057,2020-04-22,48,"M","In Water","April"
40807,879418,2020-04-29,1,"M","Vehicle/Towed Trailer","April"
40808,879418,2020-04-29,2,"M","Vehicle/Towed Trailer","April"
40809,879418,2020-04-29,4,"F","Vehicle/Towed Trailer","April"
40810,879418,2020-04-29,6,"F","Vehicle/Towed Trailer","April"
40811,879418,2020-04-29,12,"F","Vehicle/Towed Trailer","April"
40830,881161,2020-04-28,44,"M","Under Tree","April"
40843,882493,2020-04-12,62,"M","Permanent Structure","April"
40992,884080,2020-04-12,32,"M","Vehicle/Towed Trailer","April"
41006,886389,2020-04-21,80,"M","Outside/Open Areas","April"
41007,884482,2020-04-08,42,"M","Vehicle/Towed Trailer","April"
41015,887797,2020-04-30,82,"M","Vehicle/Towed Trailer","April"
41016,887943,2020-04-13,61,"F","Mobile/Trailer Home","April"
41041,889119,2020-04-09,61,"M","Outside/Open Areas","April"
41064,889259,2020-04-12,59,"F","Mobile/Trailer Home","April"
41065,889259,2020-04-12,20,"F","Mobile/Trailer Home","April"
41066,889259,2020-04-12,63,"F","Mobile/Trailer Home","April"
41067,889259,2020-04-12,50,"M","Mobile/Trailer Home","April"
41068,889259,2020-04-12,79,"M","Mobile/Trailer Home","April"
41069,889259,2020-04-12,75,"F","Mobile/Trailer Home","April"
41070,889259,2020-04-12,48,"M","Mobile/Trailer Home","April"
41071,889259,2020-04-12,57,"M","Mobile/Trailer Home","April"
41072,889288,2020-04-13,34,"M","Permanent Home","April"
41073,886100,2020-04-13,77,"M","Long Span Roof","April"
41083,890139,2020-04-01,28,"M","Outside/Open Areas","April"
41084,890140,2020-04-03,46,"M","Outside/Open Areas","April"
41088,890149,2020-04-12,33,"F","In Water","April"
41090,890609,2020-04-12,29,"M","Permanent Home","April"
41091,876337,2020-04-12,46,"M","Mobile/Trailer Home","April"
41092,876337,2020-04-15,4,"M","Permanent Home","April"
41099,890717,2020-04-13,57,"M","Vehicle/Towed Trailer","April"
41100,890652,2020-04-22,46,"M","Vehicle/Towed Trailer","April"
41101,890652,2020-04-22,46,"M","Outside/Open Areas","April"
41115,880478,2020-05-04,71,"F","Permanent Structure","May"
40836,881748,2020-05-11,18,"M","In Water","May"
40837,881749,2020-05-16,19,"M","In Water","May"
41009,882294,2020-05-19,46,"F","Vehicle/Towed Trailer","May"
40842,882377,2020-05-21,62,"M","In Water","May"
40986,883052,2020-05-17,74,"F","Outside/Open Areas","May"
40993,884487,2020-05-27,NA,"M","In Water","May"
40994,884489,2020-05-28,31,"M","In Water","May"
41010,886295,2020-05-27,41,"M","Heavy Equipment/Construction","May"
41013,887620,2020-05-30,NA,"","Outside/Open Areas","May"
41167,888186,2020-05-15,NA,"M","Vehicle/Towed Trailer","May"
41019,888317,2020-05-22,57,"M","Vehicle/Towed Trailer","May"
41063,889249,2020-05-20,29,"M","In Water","May"
41149,892202,2020-05-06,73,"M","Outside/Open Areas","May"
41148,892243,2020-05-29,29,"M","In Water","May"
41165,892502,2020-05-11,3,"F","In Water","May"
41166,892502,2020-05-11,7,"F","In Water","May"
41147,892770,2020-05-15,18,"F","In Water","May"
41172,893920,2020-05-21,20,"M","Mobile/Trailer Home","May"
41196,894099,2020-05-15,43,"M","In Water","May"
41164,894576,2020-05-24,17,"M","In Water","May"
41168,895063,2020-05-05,32,"M","Outside/Open Areas","May"
41170,895549,2020-05-17,26,"F","Mobile/Trailer Home","May"
41177,895786,2020-06-06,51,"M","Outside/Open Areas","June"
41179,895889,2020-05-26,21,"M","Outside/Open Areas","May"
41195,896679,2020-05-22,NA,"M","Permanent Home","May"
41217,897267,2020-05-03,34,"M","Outside/Open Areas","May"
41188,897450,2020-05-07,47,"M","In Water","May"
41207,898115,2020-05-28,24,"M","In Water","May"
41208,898115,2020-05-28,NA,"M","In Water","May"
41209,898115,2020-05-28,NA,"M","In Water","May"
40985,884311,2020-06-02,61,"M","Boating","June"
40996,885500,2020-06-03,38,"M","Permanent Structure","June"
40997,885505,2020-06-03,49,"F","Vehicle/Towed Trailer","June"
40998,885507,2020-06-03,NA,"M","Vehicle/Towed Trailer","June"
40999,885522,2020-06-03,NA,"M","Permanent Home","June"
41000,886010,2020-06-06,65,"F","Outside/Open Areas","June"
41231,901229,2020-08-08,50,"M","In Water","August"
41232,901229,2020-08-08,14,"M","In Water","August"
41259,906012,2020-08-25,NA,"M","In Water","August"
41110,891933,2020-06-06,70,"M","Outside/Open Areas","June"
41113,891995,2020-06-29,NA,"F","Unknown","June"
41114,891995,2020-06-29,NA,"M","Unknown","June"
41116,892093,2020-06-04,31,"M","In Water","June"
41119,892334,2020-06-05,3,"M","In Water","June"
41162,894477,2020-06-23,18,"M","In Water","June"
41212,898393,2020-06-30,NA,"M","Unknown","June"
41213,898393,2020-06-30,NA,"M","Unknown","June"
41221,899310,2020-06-13,4,"F","Vehicle/Towed Trailer","June"
41222,899310,2020-06-13,3,"M","Vehicle/Towed Trailer","June"
41228,900616,2020-06-28,47,"M","Mobile/Trailer Home","June"
41245,903372,2020-06-21,NA,"","Permanent Home","June"
41250,903730,2020-06-19,25,"M","In Water","June"
41251,903730,2020-06-20,53,"M","In Water","June"
41252,903730,2020-06-20,71,"M","In Water","June"
41253,903916,2020-06-09,64,"F","Boating","June"
41361,908492,2020-08-16,70,"M","Unknown","August"
41649,908796,2020-08-27,54,"M","Mobile/Trailer Home","August"
41266,906034,2020-06-24,NA,"","Boating","June"
41267,906080,2020-06-10,26,"M","In Water","June"
41300,909838,2020-06-15,60,"M","Boating","June"
41301,909838,2020-06-15,50,"M","Boating","June"
41281,908916,2020-08-03,15,"M","In Water","August"
41445,911404,2020-08-31,52,"M","Outside/Open Areas","August"
41357,912887,2020-08-17,70,"F","Permanent Home","August"
41358,912887,2020-08-17,NA,"M","Permanent Home","August"
41359,912887,2020-08-17,NA,"M","Permanent Home","August"
41427,915489,2020-08-11,59,"M","Outside/Open Areas","August"
41548,915720,2020-08-30,73,"M","Vehicle/Towed Trailer","August"
41428,915914,2020-08-16,16,"M","In Water","August"
41429,915914,2020-08-18,18,"M","In Water","August"
41430,915918,2020-08-16,21,"M","In Water","August"
41664,916103,2020-08-10,63,"M","Outside/Open Areas","August"
41451,917285,2020-08-15,4,"M","Vehicle/Towed Trailer","August"
41497,917518,2020-08-27,NA,"M","Boating","August"
41505,917518,2020-09-17,22,"M","Heavy Equipment/Construction","September"
41507,917518,2020-08-29,57,"M","Outside/Open Areas","August"
41498,917518,2020-08-27,24,"M","Permanent Home","August"
41499,917518,2020-09-03,54,"F","Permanent Home","September"
41500,917518,2020-09-03,61,"M","Permanent Home","September"
40667,871648,2020-03-09,17,"M","Outside/Open Areas","March"
40707,873985,2020-03-14,17,"M","Vehicle/Towed Trailer","March"
40801,879223,2020-03-14,23,"F","Vehicle/Towed Trailer","March"
40803,879632,2020-03-18,36,"M","Outside/Open Areas","March"
40818,880581,2020-03-19,30,"M","Vehicle/Towed Trailer","March"
40820,873165,2020-03-21,14,"F","Vehicle/Towed Trailer","March"
40821,880568,2020-03-05,63,"M","Vehicle/Towed Trailer","March"
40834,881590,2020-03-15,60,"M","Outside/Open Areas","March"
40849,882846,2020-03-19,35,"F","Vehicle/Towed Trailer","March"
40850,882919,2020-03-13,25,"F","Vehicle/Towed Trailer","March"
40851,882919,2020-03-13,11,"F","Vehicle/Towed Trailer","March"
40883,883022,2020-03-10,68,"F","In Water","March"
41322,912411,2020-07-05,24,"M","Outside/Open Areas","July"
41323,912417,2020-07-08,30,"M","Outside/Open Areas","July"
41324,912418,2020-07-08,19,"M","Outside/Open Areas","July"
41329,912438,2020-07-13,30,"M","Outside/Open Areas","July"
41330,912439,2020-07-10,19,"M","Outside/Open Areas","July"
41331,912444,2020-07-11,19,"M","Outside/Open Areas","July"
41332,912466,2020-07-16,16,"M","Outside/Open Areas","July"
41549,912467,2020-07-21,23,"M","Outside/Open Areas","July"
41550,912468,2020-07-21,43,"M","Outside/Open Areas","July"
41336,912469,2020-07-24,NA,"M","Outside/Open Areas","July"
41341,912481,2020-07-29,24,"M","Outside/Open Areas","July"
41342,912481,2020-07-29,30,"M","Outside/Open Areas","July"
41346,912685,2020-07-05,34,"F","Outside/Open Areas","July"
41388,913363,2020-07-23,54,"M","Unknown","July"
41412,914929,2020-07-30,28,"M","Under Tree","July"
41473,917804,2020-07-25,47,"M","Boating","July"
41215,898441,2020-07-31,NA,"M","In Water","July"
41448,917271,2020-09-16,30,"M","Permanent Home","September"
41449,917275,2020-09-17,71,"F","Outside/Open Areas","September"
41531,916399,2020-08-04,76,"M","In Water","August"
41569,919167,2020-08-16,24,"M","Outside/Open Areas","August"
41653,919146,2020-08-08,22,"M","Outside/Open Areas","August"
41654,919146,2020-08-08,28,"M","Outside/Open Areas","August"
41656,919147,2020-08-10,32,"M","Outside/Open Areas","August"
41657,919158,2020-08-17,45,"M","Outside/Open Areas","August"
41659,919182,2020-08-28,33,"M","Outside/Open Areas","August"
41686,919180,2020-08-23,40,"M","Outside/Open Areas","August"
41689,919177,2020-08-25,36,"M","Outside/Open Areas","August"
41693,919176,2020-08-25,26,"M","Outside/Open Areas","August"
41694,919176,2020-08-25,32,"M","Outside/Open Areas","August"
41695,919178,2020-08-25,20,"M","Outside/Open Areas","August"
41696,919161,2020-08-13,21,"M","Outside/Open Areas","August"
41697,919162,2020-08-14,36,"M","Outside/Open Areas","August"
41728,880988,2020-04-12,47,"F","Mobile/Trailer Home","April"
41812,922401,2020-08-05,77,"M","Outside/Open Areas","August"
41813,922401,2020-08-05,42,"M","Outside/Open Areas","August"
41824,899721,2020-04-19,71,"M","Mobile/Trailer Home","April"
41843,902815,2020-04-12,60,"M","Mobile/Trailer Home","April"
41844,902815,2020-04-12,55,"F","Mobile/Trailer Home","April"
41849,902843,2020-04-12,81,"F","Permanent Home","April"
41850,902843,2020-04-12,42,"F","Mobile/Trailer Home","April"
41851,902843,2020-04-16,66,"F","Unknown","April"
41852,902843,2020-04-13,NA,"M","Unknown","April"
41928,889068,2020-04-13,56,"M","Mobile/Trailer Home","April"
41929,889068,2020-04-13,56,"F","Mobile/Trailer Home","April"
41930,889068,2020-04-13,26,"F","Mobile/Trailer Home","April"
41931,889068,2020-04-13,41,"M","Mobile/Trailer Home","April"
41932,889068,2020-04-13,25,"M","Mobile/Trailer Home","April"
41933,888955,2020-04-13,46,"F","Permanent Home","April"
41938,924716,2020-09-10,58,"M","Under Tree","September"
41944,902831,2020-04-12,44,"F","Business","April"
41945,902831,2020-04-12,64,"F","Business","April"
41946,902831,2020-04-12,61,"M","Business","April"
41947,902831,2020-04-12,46,"M","Business","April"
41968,919227,2020-08-31,49,"M","Vehicle/Towed Trailer","August"
42016,920521,2020-09-09,71,"M","Vehicle/Towed Trailer","September"
42017,920521,2020-09-09,62,"M","Vehicle/Towed Trailer","September"
42019,928259,2020-08-04,5,"F","Outside/Open Areas","August"
42020,928258,2020-08-04,44,"F","Unknown","August"
42039,883908,2020-06-09,35,"M","Other","June"
42121,929692,2020-11-15,63,"F","Outside/Open Areas","November"
42149,929974,2020-11-28,7,"M","In Water","November"
42178,930588,2020-11-12,49,"F","Camping","November"
42179,930588,2020-11-12,18,"M","Camping","November"
42180,930588,2020-11-12,52,"F","Camping","November"
42181,930588,2020-11-12,76,"M","Camping","November"
42182,930588,2020-11-12,1,"M","Camping","November"
42177,930828,2020-11-12,64,"M","Vehicle/Towed Trailer","November"
42176,930882,2020-11-12,23,"M","Vehicle/Towed Trailer","November"
42199,930946,2020-11-14,61,"M","Unknown","November"
42200,930946,2020-11-14,18,"M","Unknown","November"
42201,930946,2020-11-14,20,"F","Unknown","November"
42202,930946,2020-11-14,19,"F","Unknown","November"
42203,930946,2020-11-14,19,"M","Unknown","November"
42349,932473,2020-11-17,NA,"","Unknown","November"
42444,910956,2020-07-30,50,"F","In Water","July"
41403,913350,2020-08-04,62,"M","Mobile/Trailer Home","August"
41404,913350,2020-08-04,52,"F","Mobile/Trailer Home","August"
41854,921694,2020-09-08,61,"M","Outside/Open Areas","September"
40773,877756,2020-02-07,43,"F","Vehicle/Towed Trailer","February"
41074,889692,2020-06-25,27,"M","Outside/Open Areas","June"
41191,897699,2020-05-30,NA,"M","Under Tree","May"
41270,907203,2020-07-07,4,"M","Vehicle/Towed Trailer","July"
41424,915588,2020-08-10,51,"F","Outside/Open Areas","August"
41431,915780,2020-08-27,73,"M","Vehicle/Towed Trailer","August"
41479,917898,2020-08-18,23,"M","In Water","August"
41491,918104,2020-08-26,24,"M","Other","August"
41551,917811,2020-08-23,18,"F","In Water","August"
41691,917888,2020-08-04,NA,"M","Under Tree","August"
41741,912087,2020-07-09,16,"M","Under Tree","July"
41800,921886,2020-05-24,36,"F","In Water","May"
41805,897946,2020-07-30,44,"M","In Water","July"
41806,897946,2020-07-30,24,"M","In Water","July"
41807,897946,2020-07-30,13,"F","In Water","July"
41903,923901,2020-08-04,60,"M","Under Tree","August"
41904,923902,2020-08-04,60,"M","Under Tree","August"
41905,923903,2020-08-04,60,"M","Under Tree","August"
41906,923904,2020-08-04,60,"M","Under Tree","August"
41907,923905,2020-08-04,60,"M","Under Tree","August"
41908,923906,2020-08-04,60,"M","Under Tree","August"
41915,917890,2020-08-04,60,"M","Under Tree","August"
44857,991997,2020-07-03,NA,"","Unknown","July"
44859,991998,2020-07-04,NA,"","Unknown","July"
44860,991999,2020-07-05,NA,"","Unknown","July"
44861,991999,2020-07-05,NA,"","Unknown","July"
44862,991999,2020-07-05,NA,"","Unknown","July"
44863,992000,2020-07-06,NA,"","Unknown","July"
44864,992000,2020-07-06,NA,"","Unknown","July"
44865,992000,2020-07-06,NA,"","Unknown","July"
44866,992000,2020-07-06,NA,"","Unknown","July"
44867,992001,2020-07-07,NA,"","Unknown","July"
44868,992001,2020-07-07,NA,"","Unknown","July"
44870,992001,2020-07-07,NA,"","Unknown","July"
44871,992001,2020-07-07,NA,"","Unknown","July"
44872,992002,2020-07-08,NA,"","Unknown","July"
44873,992002,2020-07-08,NA,"","Unknown","July"
44874,992002,2020-07-08,NA,"","Unknown","July"
44875,992003,2020-07-10,NA,"","Unknown","July"
44876,992003,2020-07-10,NA,"","Unknown","July"
44877,992003,2020-07-10,NA,"","Unknown","July"
44878,992003,2020-07-11,NA,"","Unknown","July"
44879,992003,2020-07-11,NA,"","Unknown","July"
44880,992003,2020-07-11,NA,"","Unknown","July"
44882,992003,2020-07-11,NA,"","Unknown","July"
44883,992003,2020-07-11,NA,"","Unknown","July"
44884,992003,2020-07-12,NA,"","Unknown","July"
44885,992003,2020-07-12,NA,"","Unknown","July"
44886,992003,2020-07-12,NA,"","Unknown","July"
44887,992003,2020-07-12,NA,"","Unknown","July"
44888,992003,2020-07-12,NA,"","Unknown","July"
44889,992003,2020-07-12,NA,"","Unknown","July"
44890,992003,2020-07-12,NA,"","Unknown","July"
44891,992003,2020-07-12,NA,"","Unknown","July"
44893,992003,2020-07-13,NA,"","Unknown","July"
44894,992003,2020-07-13,NA,"","Unknown","July"
44895,992003,2020-07-13,NA,"","Unknown","July"
44896,992003,2020-07-13,NA,"","Unknown","July"
44897,992003,2020-07-13,NA,"","Unknown","July"
44899,992003,2020-07-13,NA,"","Unknown","July"
44900,992003,2020-07-13,NA,"","Unknown","July"
44901,992003,2020-07-13,NA,"","Unknown","July"
44902,992003,2020-07-13,NA,"","Unknown","July"
44903,992003,2020-07-13,NA,"","Unknown","July"
44905,992003,2020-07-13,NA,"","Unknown","July"
44906,992003,2020-07-13,NA,"","Unknown","July"
44907,992004,2020-07-14,NA,"","Unknown","July"
44908,992004,2020-07-14,NA,"","Unknown","July"
44909,992004,2020-07-14,NA,"","Unknown","July"
44910,992004,2020-07-14,NA,"","Unknown","July"
44911,992004,2020-07-14,NA,"","Unknown","July"
44912,992004,2020-07-14,NA,"","Unknown","July"
44913,992004,2020-07-14,NA,"","Unknown","July"
44914,992004,2020-07-14,NA,"","Unknown","July"
44915,992004,2020-07-14,NA,"","Unknown","July"
44917,992004,2020-07-14,NA,"","Unknown","July"
44918,992004,2020-07-14,NA,"","Unknown","July"
44922,992005,2020-07-09,NA,"","Unknown","July"
44923,992005,2020-07-09,NA,"","Unknown","July"
44924,992005,2020-07-09,NA,"","Unknown","July"
44925,992006,2020-07-15,NA,"","Unknown","July"
44926,992006,2020-07-15,NA,"","Unknown","July"
44927,992006,2020-07-15,NA,"","Unknown","July"
44928,992006,2020-07-15,NA,"","Unknown","July"
44929,992006,2020-07-15,NA,"","Unknown","July"
44931,992006,2020-07-15,NA,"","Unknown","July"
44932,992006,2020-07-15,NA,"","Unknown","July"
44933,992007,2020-07-16,NA,"","Unknown","July"
44935,992007,2020-07-16,NA,"","Unknown","July"
44936,992007,2020-07-16,NA,"","Unknown","July"
44937,992007,2020-07-16,NA,"","Unknown","July"
44938,992007,2020-07-16,NA,"","Unknown","July"
44939,992007,2020-07-16,NA,"","Unknown","July"
44940,992007,2020-07-16,NA,"","Unknown","July"
44941,992007,2020-07-16,NA,"","Unknown","July"
44943,992007,2020-07-16,NA,"","Unknown","July"
44944,992007,2020-07-16,NA,"","Unknown","July"
44945,992007,2020-07-16,NA,"","Unknown","July"
44946,992007,2020-07-16,NA,"","Unknown","July"
44947,992008,2020-07-17,NA,"","Unknown","July"
44948,992008,2020-07-17,NA,"","Unknown","July"
44966,992009,2020-07-18,NA,"","Unknown","July"
44967,992009,2020-07-18,NA,"","Unknown","July"
44968,992009,2020-07-18,NA,"","Unknown","July"
44969,992009,2020-07-18,NA,"","Unknown","July"
44954,992010,2020-07-19,NA,"","Unknown","July"
44955,992010,2020-07-19,NA,"","Unknown","July"
44956,992010,2020-07-19,NA,"","Unknown","July"
44957,992010,2020-07-19,NA,"","Unknown","July"
44958,992010,2020-07-19,NA,"","Unknown","July"
44959,992010,2020-07-19,NA,"","Unknown","July"
44960,992010,2020-07-19,NA,"","Unknown","July"
44961,992010,2020-07-19,NA,"","Unknown","July"
44962,992010,2020-07-19,NA,"","Unknown","July"
40684,863829,2020-01-03,63,"F","Permanent Home","January"
40095,863926,2020-01-07,NA,"M","Vehicle/Towed Trailer","January"
40242,865048,2020-01-17,NA,"M","Vehicle/Towed Trailer","January"
40294,865786,2020-01-23,NA,"M","Vehicle/Towed Trailer","January"
40288,865838,2020-01-11,39,"M","Outside/Open Areas","January"
40289,865838,2020-01-11,27,"M","Outside/Open Areas","January"
40384,866243,2020-01-18,44,"F","Outside/Open Areas","January"
40600,866919,2020-01-01,26,"M","Outside/Open Areas","January"
40601,866919,2020-01-01,24,"M","Outside/Open Areas","January"
40515,867068,2020-01-30,28,"F","Vehicle/Towed Trailer","January"
40516,867068,2020-01-30,59,"M","Vehicle/Towed Trailer","January"
40455,867124,2020-01-10,58,"M","Vehicle/Towed Trailer","January"
40456,867163,2020-01-11,14,"M","Vehicle/Towed Trailer","January"
40530,868181,2020-01-24,62,"M","Vehicle/Towed Trailer","January"
40531,868181,2020-01-24,16,"M","Vehicle/Towed Trailer","January"
40654,869337,2020-01-18,18,"M","Outside/Open Areas","January"
40641,870754,2020-01-07,58,"M","Outside/Open Areas","January"
40642,870754,2020-01-07,46,"M","Outside/Open Areas","January"
40643,870754,2020-01-07,33,"F","Outside/Open Areas","January"
40708,870889,2020-01-16,18,"F","Outside/Open Areas","January"
40661,871138,2020-01-23,46,"F","Outside/Open Areas","January"
40709,871694,2020-01-11,NA,"","Vehicle/Towed Trailer","January"
40676,872110,2020-01-20,80,"F","Permanent Home","January"
40712,872351,2020-01-04,60,"M","Vehicle/Towed Trailer","January"
40680,872628,2020-01-10,53,"F","Vehicle/Towed Trailer","January"
40697,873666,2020-01-13,NA,"","School","January"
40698,873666,2020-01-13,NA,"","School","January"
40699,873666,2020-01-13,NA,"","School","January"
40702,873776,2020-01-15,50,"M","Vehicle/Towed Trailer","January"
40713,873932,2020-01-14,NA,"M","Vehicle/Towed Trailer","January"
40714,873932,2020-01-14,NA,"F","Vehicle/Towed Trailer","January"
41434,909610,2020-09-08,55,"M","Mobile/Trailer Home","September"
41682,920098,2020-09-28,43,"M","In Water","September"
41683,920098,2020-09-28,NA,"M","In Water","September"
41727,920824,2020-09-07,1,"M","Outside/Open Areas","September"
41742,920964,2020-09-02,92,"M","Permanent Home","September"
41743,920964,2020-09-02,91,"F","Permanent Home","September"
41773,921112,2020-09-16,NA,"M","In Water","September"
41782,921131,2020-09-16,45,"F","Vehicle/Towed Trailer","September"
41783,921131,2020-09-16,27,"M","Boating","September"
41784,921287,2020-09-10,20,"M","In Water","September"
41785,921360,2020-09-13,6,"M","In Water","September"
41790,921108,2020-09-16,39,"M","Under Tree","September"
41791,921108,2020-09-16,NA,"","Permanent Home","September"
41801,921883,2020-09-28,NA,"","Unknown","September"
41804,922114,2020-09-11,22,"F","In Water","September"
41827,922725,2020-09-08,75,"F","Unknown","September"
41828,922725,2020-09-08,79,"M","Unknown","September"
41829,922725,2020-09-08,26,"M","Unknown","September"
41830,922725,2020-09-08,68,"M","Unknown","September"
41831,922725,2020-09-08,58,"","Unknown","September"
41832,922725,2020-09-08,77,"","Unknown","September"
41833,922725,2020-09-08,16,"M","Unknown","September"
41834,922725,2020-09-08,NA,"","Unknown","September"
41835,922725,2020-09-08,NA,"","Unknown","September"
41836,922725,2020-09-08,NA,"","Unknown","September"
41837,922725,2020-09-08,NA,"","Unknown","September"
41838,922725,2020-09-08,NA,"","Unknown","September"
41839,922725,2020-09-08,NA,"","Unknown","September"
41840,922725,2020-09-08,NA,"","Unknown","September"
41841,922725,2020-09-08,NA,"","Unknown","September"
41842,922725,2020-09-08,NA,"","Unknown","September"
41887,923441,2020-09-28,79,"F","Unknown","September"
41888,923441,2020-09-28,45,"F","Unknown","September"
41889,923441,2020-09-28,52,"M","Permanent Structure","September"
41890,923441,2020-09-28,8,"F","Unknown","September"
40686,872994,2020-03-20,48,"M","Vehicle/Towed Trailer","March"
40687,872994,2020-03-20,47,"M","Vehicle/Towed Trailer","March"
40688,872994,2020-03-20,35,"F","Vehicle/Towed Trailer","March"
40689,872994,2020-03-20,13,"M","Vehicle/Towed Trailer","March"
40690,872994,2020-03-20,7,"F","Vehicle/Towed Trailer","March"
40691,872994,2020-03-20,4,"F","Vehicle/Towed Trailer","March"
40978,882999,2020-03-03,36,"M","Outside/Open Areas","March"
40979,882999,2020-03-03,33,"F","Outside/Open Areas","March"
40980,883007,2020-03-03,84,"M","Permanent Home","March"
40981,883007,2020-03-03,81,"F","Permanent Home","March"
40982,883007,2020-03-03,38,"F","Permanent Structure","March"
41126,883016,2020-03-03,31,"F","Permanent Home","March"
41127,883016,2020-03-03,4,"F","Permanent Home","March"
41128,883016,2020-03-03,7,"M","Mobile/Trailer Home","March"
41129,883016,2020-03-03,54,"M","Mobile/Trailer Home","March"
41130,883016,2020-03-03,30,"F","Permanent Home","March"
