"FATALITY_ID","EVENT_ID","FATALITY_DATE","FATALITY_AGE","FATALITY_SEX","FATALITY_LOCATION","FATALITY_MONTH"
44399,978980,2021-09-08,44,"M","Permanent Home","September"
44400,978980,2021-09-08,64,"M","Permanent Home","September"
44401,978980,2021-09-08,65,"F","Permanent Home","September"
44402,978980,2021-09-08,65,"M","Permanent Home","September"
44403,978980,2021-09-08,68,"M","Permanent Home","September"
44404,978980,2021-09-08,70,"F","Permanent Home","September"
44405,978980,2021-09-08,73,"M","Permanent Home","September"
44406,978980,2021-09-08,74,"F","Permanent Home","September"
44407,978980,2021-09-08,79,"M","Permanent Home","September"
44408,978980,2021-09-08,64,"M","Permanent Home","September"
44409,978980,2021-09-05,74,"M","Permanent Home","September"
44307,978984,2021-08-29,25,"M","In Water","August"
44410,979004,2021-08-29,NA,"M","Unknown","August"
44411,979217,2021-09-03,59,"M","Permanent Home","September"
44412,979222,2021-08-30,71,"M","In Water","August"
44413,979222,2021-09-06,68,"M","Permanent Home","September"
44414,979222,2021-09-06,71,"M","Permanent Home","September"
44415,979222,2021-09-08,70,"M","Permanent Home","September"
44420,979228,2021-09-04,84,"M","Permanent Home","September"
44421,979228,2021-09-04,61,"M","Permanent Home","September"
44416,979236,2021-09-01,77,"M","Permanent Home","September"
44848,979437,2021-07-25,NA,"M","Vehicle/Towed Trailer","July"
44852,979440,2021-07-24,16,"F","Vehicle/Towed Trailer","July"
44335,980442,2021-07-31,43,"F","In Water","July"
44513,983884,2021-08-04,55,"M","Outside/Open Areas","August"
44814,983885,2021-08-04,45,"M","Outside/Open Areas","August"
44512,983890,2021-08-06,24,"M","Outside/Open Areas","August"
44519,983922,2021-08-26,20,"M","Outside/Open Areas","August"
44520,983923,2021-08-29,22,"M","Outside/Open Areas","August"
44632,984176,2021-09-02,50,"M","Vehicle/Towed Trailer","September"
44849,991869,2021-07-25,NA,"M","Vehicle/Towed Trailer","July"
45206,993091,2021-08-25,59,"M","Golfing","August"
44547,983936,2021-08-18,44,"F","In Water","August"
48393,1071560,2021-08-01,NA,"","Unknown","August"
48394,1071560,2021-08-01,NA,"","Unknown","August"
48376,1071561,2021-08-02,NA,"","Unknown","August"
48377,1071561,2021-08-02,NA,"","Unknown","August"
48378,1071561,2021-08-02,NA,"","Unknown","August"
48379,1071561,2021-08-02,NA,"","Unknown","August"
48380,1071562,2021-08-03,NA,"","Unknown","August"
48381,1071562,2021-08-03,NA,"","Unknown","August"
48382,1071562,2021-08-04,NA,"","Unknown","August"
48383,1071562,2021-08-04,NA,"","Unknown","August"
48384,1071562,2021-08-04,NA,"","Unknown","August"
48385,1071562,2021-08-04,NA,"","Unknown","August"
48387,1071562,2021-08-04,NA,"","Unknown","August"
48388,1071563,2021-08-03,NA,"","Unknown","August"
48389,1071563,2021-08-03,NA,"","Unknown","August"
48390,1071563,2021-08-04,NA,"","Unknown","August"
48391,1071563,2021-08-04,NA,"","Unknown","August"
48392,1071563,2021-08-04,NA,"","Unknown","August"
48395,1071564,2021-08-05,NA,"","Unknown","August"
48396,1071565,2021-08-05,NA,"","Unknown","August"
48397,1071566,2021-08-06,NA,"","Unknown","August"
48398,1071567,2021-08-06,NA,"","Unknown","August"
48399,1071568,2021-08-06,NA,"","Unknown","August"
48401,1071569,2021-08-07,NA,"","Unknown","August"
48402,1071569,2021-08-07,NA,"","Unknown","August"
48403,1071569,2021-08-07,NA,"","Unknown","August"
48404,1071570,2021-08-07,NA,"","Unknown","August"
48406,1071572,2021-08-08,NA,"","Unknown","August"
48407,1071572,2021-08-08,NA,"","Unknown","August"
48408,1071572,2021-08-08,NA,"","Unknown","August"
48409,1071572,2021-08-08,NA,"","Unknown","August"
48410,1071572,2021-08-08,NA,"","Unknown","August"
48412,1071573,2021-08-08,NA,"","Unknown","August"
48413,1071574,2021-08-08,NA,"","Unknown","August"
48414,1071574,2021-08-08,NA,"","Unknown","August"
48415,1071574,2021-08-09,NA,"","Unknown","August"
48416,1071574,2021-08-09,NA,"","Unknown","August"
48417,1071574,2021-08-09,NA,"","Unknown","August"
48418,1071907,2021-08-25,NA,"","Unknown","August"
48419,1071907,2021-08-26,NA,"","Unknown","August"
48420,1071907,2021-08-26,NA,"","Unknown","August"
48421,1071907,2021-08-26,NA,"","Unknown","August"
48422,1071907,2021-08-27,NA,"","Unknown","August"
48423,1071907,2021-08-27,NA,"","Unknown","August"
48424,1071907,2021-08-27,NA,"","Unknown","August"
48425,1071908,2021-08-26,NA,"","Unknown","August"
48426,1071908,2021-08-26,NA,"","Unknown","August"
48427,1071923,2021-08-28,NA,"","Unknown","August"
48428,1071923,2021-08-28,NA,"","Unknown","August"
48429,1071923,2021-08-28,NA,"","Unknown","August"
48430,1071923,2021-08-28,NA,"","Unknown","August"
48431,1071956,2021-08-29,NA,"","Unknown","August"
48432,1071956,2021-08-29,NA,"","Unknown","August"
48433,1071956,2021-08-29,NA,"","Unknown","August"
48434,1071957,2021-08-29,NA,"","Unknown","August"
48435,1071957,2021-08-29,NA,"","Unknown","August"
48436,1071958,2021-08-30,NA,"","Unknown","August"
48437,1071958,2021-08-31,NA,"","Unknown","August"
48438,1071958,2021-08-31,NA,"","Unknown","August"
48439,1071958,2021-08-31,NA,"","Unknown","August"
48440,1071961,2021-08-31,NA,"","Unknown","August"
48441,1071964,2021-08-30,NA,"","Unknown","August"
48442,1071965,2021-08-30,NA,"","Unknown","August"
48172,1068472,2021-06-10,63,"F","Boating","June"
48386,1071562,2021-08-04,NA,"","Unknown","August"
48400,1071568,2021-08-06,NA,"","Unknown","August"
48411,1071572,2021-08-09,NA,"","Unknown","August"
48405,1071571,2021-08-07,NA,"","Unknown","August"
45870,992535,2021-12-24,54,"M","Outside/Open Areas","December"
47046,992562,2021-12-30,69,"M","Permanent Home","December"
47047,992562,2021-12-30,91,"F","Permanent Home","December"
42627,941524,2021-02-10,NA,"M","Vehicle/Towed Trailer","February"
42632,941525,2021-02-11,NA,"M","Vehicle/Towed Trailer","February"
42633,941525,2021-02-11,NA,"M","Vehicle/Towed Trailer","February"
42634,941525,2021-02-12,20,"M","Vehicle/Towed Trailer","February"
42729,941532,2021-02-11,45,"M","Vehicle/Towed Trailer","February"
42730,941532,2021-02-11,46,"F","Vehicle/Towed Trailer","February"
42731,941532,2021-02-11,54,"M","Vehicle/Towed Trailer","February"
42732,941532,2021-02-11,49,"M","Vehicle/Towed Trailer","February"
42733,941532,2021-02-11,47,"M","Vehicle/Towed Trailer","February"
42734,941532,2021-02-11,34,"F","Vehicle/Towed Trailer","February"
42707,942350,2021-02-16,NA,"","Unknown","February"
42703,942353,2021-02-16,NA,"","Unknown","February"
42706,942414,2021-02-16,NA,"","Unknown","February"
42670,942419,2021-03-05,82,"M","Permanent Home","March"
49530,942629,2021-02-16,73,"M","Outside/Open Areas","February"
49531,942629,2021-02-16,43,"M","Outside/Open Areas","February"
49529,942629,2021-02-15,23,"M","Permanent Home","February"
42688,942630,2021-02-16,71,"M","Unknown","February"
42689,942630,2021-02-16,63,"M","Unknown","February"
42690,942630,2021-02-16,63,"M","Unknown","February"
42691,942630,2021-02-16,77,"M","Unknown","February"
42692,942630,2021-02-17,45,"M","Unknown","February"
42693,942630,2021-02-17,84,"M","Unknown","February"
42694,942630,2021-02-19,54,"M","Unknown","February"
42695,942630,2021-02-20,70,"M","Unknown","February"
42686,942630,2021-02-19,41,"M","Permanent Home","February"
42705,942633,2021-02-16,NA,"","Unknown","February"
42699,942635,2021-02-16,NA,"","Unknown","February"
42700,942635,2021-02-16,NA,"","Unknown","February"
42673,942638,2021-02-14,NA,"","Unknown","February"
42674,942638,2021-02-14,NA,"","Unknown","February"
42701,942652,2021-02-16,NA,"","Unknown","February"
42702,942652,2021-02-16,NA,"","Unknown","February"
42698,942655,2021-02-16,NA,"","Unknown","February"
42708,942656,2021-02-16,NA,"","Unknown","February"
42709,942657,2021-02-16,NA,"","Unknown","February"
42710,942665,2021-02-16,NA,"","Unknown","February"
42587,942693,2021-02-11,56,"F","Vehicle/Towed Trailer","February"
42601,942740,2021-02-09,27,"M","Vehicle/Towed Trailer","February"
42626,943495,2021-02-11,63,"M","Vehicle/Towed Trailer","February"
42697,944867,2021-02-16,39,"M","Vehicle/Towed Trailer","February"
42696,944869,2021-02-13,52,"M","Unknown","February"
45856,997127,2021-12-10,94,"M","Permanent Structure","December"
45858,997128,2021-12-10,52,"F","Permanent Structure","December"
46305,997130,2021-12-10,9,"F","Permanent Home","December"
46306,997130,2021-12-10,60,"M","Vehicle/Towed Trailer","December"
46307,997130,2021-12-10,28,"M","Vehicle/Towed Trailer","December"
45876,997133,2021-12-10,47,"M","Permanent Structure","December"
45877,997133,2021-12-10,50,"M","Permanent Structure","December"
45878,997133,2021-12-10,12,"M","Permanent Structure","December"
45879,997135,2021-12-10,72,"M","Vehicle/Towed Trailer","December"
45848,999788,2021-12-11,54,"F","Permanent Home","December"
47945,1066907,2021-07-01,NA,"","Unknown","July"
47946,1066907,2021-07-01,NA,"","Unknown","July"
47953,1066908,2021-07-02,NA,"","Unknown","July"
47954,1066908,2021-07-02,NA,"","Unknown","July"
47955,1066908,2021-07-02,NA,"","Unknown","July"
42687,942630,2021-02-19,28,"M","Permanent Home","February"
47956,1066909,2021-07-03,NA,"","Unknown","July"
47959,1066909,2021-07-03,NA,"","Unknown","July"
47960,1066910,2021-07-04,NA,"","Unknown","July"
47961,1066910,2021-07-04,NA,"","Unknown","July"
47965,1066911,2021-07-05,NA,"","Unknown","July"
47966,1066911,2021-07-05,NA,"","Unknown","July"
47967,1066911,2021-07-05,NA,"","Unknown","July"
47975,1066913,2021-07-06,NA,"","Unknown","July"
47976,1066913,2021-07-06,NA,"","Unknown","July"
47970,1066914,2021-07-07,NA,"","Unknown","July"
47971,1066914,2021-07-07,NA,"","Unknown","July"
47973,1066915,2021-07-08,NA,"","Unknown","July"
47974,1066915,2021-07-08,NA,"","Unknown","July"
47977,1066916,2021-07-06,NA,"","Unknown","July"
47978,1066917,2021-07-07,NA,"","Unknown","July"
47981,1066918,2021-07-08,NA,"","Unknown","July"
47982,1066918,2021-07-08,NA,"","Unknown","July"
47983,1066919,2021-07-08,NA,"","Unknown","July"
48123,1066920,2021-07-09,NA,"","Unknown","July"
48124,1066920,2021-07-09,NA,"","Unknown","July"
48125,1066920,2021-07-09,NA,"","Unknown","July"
48126,1066920,2021-07-10,NA,"","Unknown","July"
48128,1066920,2021-07-11,NA,"","Unknown","July"
48129,1066920,2021-07-12,NA,"","Unknown","July"
48130,1066920,2021-07-12,NA,"","Unknown","July"
48131,1066920,2021-07-12,NA,"","Unknown","July"
48132,1066920,2021-07-12,NA,"","Unknown","July"
48133,1066920,2021-07-13,NA,"","Unknown","July"
48134,1066920,2021-07-13,NA,"","Unknown","July"
48135,1066920,2021-07-13,NA,"","Unknown","July"
48136,1066920,2021-07-13,NA,"","Unknown","July"
48138,1066920,2021-07-13,NA,"","Unknown","July"
48140,1066920,2021-07-14,NA,"","Unknown","July"
48141,1066920,2021-07-14,NA,"","Unknown","July"
48142,1066920,2021-07-12,NA,"","Unknown","July"
48143,1066921,2021-07-09,NA,"","Unknown","July"
48144,1066921,2021-07-12,NA,"","Unknown","July"
48025,1066922,2021-07-10,NA,"","Unknown","July"
48026,1066923,2021-07-09,NA,"","Unknown","July"
48027,1066923,2021-07-09,NA,"","Unknown","July"
48028,1066923,2021-07-10,NA,"","Unknown","July"
48029,1066923,2021-07-10,NA,"","Unknown","July"
48030,1066924,2021-07-10,NA,"","Unknown","July"
48032,1066924,2021-07-11,NA,"","Unknown","July"
48033,1066925,2021-07-09,NA,"","Unknown","July"
48034,1066925,2021-07-11,NA,"","Unknown","July"
48035,1066925,2021-07-12,NA,"","Unknown","July"
48036,1066925,2021-07-12,NA,"","Unknown","July"
48037,1066925,2021-07-12,NA,"","Unknown","July"
48038,1066925,2021-07-13,NA,"","Unknown","July"
48039,1066926,2021-07-12,NA,"","Unknown","July"
48046,1067077,2021-07-18,NA,"","Unknown","July"
48047,1067077,2021-07-18,NA,"","Unknown","July"
48069,1067078,2021-07-19,NA,"","Unknown","July"
48070,1067078,2021-07-19,NA,"","Unknown","July"
48071,1067078,2021-07-19,NA,"","Unknown","July"
48074,1067079,2021-07-20,NA,"","Unknown","July"
48075,1067079,2021-07-20,NA,"","Unknown","July"
48076,1067079,2021-07-20,NA,"","Unknown","July"
48077,1067079,2021-07-20,NA,"","Unknown","July"
48081,1067080,2021-07-21,NA,"","Unknown","July"
48082,1067080,2021-07-21,NA,"","Unknown","July"
48087,1067081,2021-07-22,NA,"","Unknown","July"
48089,1067081,2021-07-22,NA,"","Unknown","July"
48067,1067082,2021-07-20,NA,"","Unknown","July"
48072,1067084,2021-07-19,NA,"","Unknown","July"
48073,1067084,2021-07-19,NA,"","Unknown","July"
48079,1067085,2021-07-20,NA,"","Unknown","July"
48080,1067085,2021-07-20,NA,"","Unknown","July"
48146,1067086,2021-07-21,NA,"","Unknown","July"
45869,994020,2021-12-15,65,"F","Vehicle/Towed Trailer","December"
48690,998963,2021-12-15,65,"M","Under Tree","December"
45823,999018,2021-12-28,41,"M","Vehicle/Towed Trailer","December"
48574,1077498,2021-09-04,NA,"","Unknown","September"
48575,1077498,2021-09-04,NA,"","Unknown","September"
48581,1077499,2021-09-05,NA,"","Unknown","September"
48582,1077499,2021-09-05,NA,"","Unknown","September"
48578,1077500,2021-09-06,NA,"","Unknown","September"
48579,1077500,2021-09-06,NA,"","Unknown","September"
48580,1077501,2021-09-07,NA,"","Unknown","September"
48583,1077502,2021-09-05,NA,"","Unknown","September"
48584,1077502,2021-09-05,NA,"","Unknown","September"
48585,1077503,2021-09-05,NA,"","Unknown","September"
48588,1077504,2021-09-05,NA,"","Unknown","September"
48587,1077505,2021-09-05,NA,"","Unknown","September"
48589,1077507,2021-09-06,NA,"","Unknown","September"
48590,1077509,2021-09-07,NA,"","Unknown","September"
48591,1077510,2021-09-08,NA,"","Unknown","September"
48592,1077521,2021-09-09,NA,"","Unknown","September"
48594,1077523,2021-09-10,NA,"","Unknown","September"
48595,1077524,2021-09-10,NA,"","Unknown","September"
48596,1077525,2021-09-10,NA,"","Unknown","September"
48597,1077616,2021-09-11,NA,"","Unknown","September"
48598,1077617,2021-09-11,NA,"","Unknown","September"
48599,1077618,2021-09-11,NA,"","Unknown","September"
48600,1077620,2021-09-12,NA,"","Unknown","September"
48601,1077620,2021-09-14,NA,"","Unknown","September"
48602,1077620,2021-09-14,NA,"","Unknown","September"
48603,1077620,2021-09-14,NA,"","Unknown","September"
48604,1077622,2021-09-12,NA,"","Unknown","September"
48605,1077624,2021-09-13,NA,"","Unknown","September"
48606,1077679,2021-09-12,57,"F","Outside/Open Areas","September"
47693,1060980,2021-06-01,NA,"","Unknown","June"
47694,1060981,2021-06-05,NA,"","Unknown","June"
47695,1060982,2021-06-06,NA,"","Unknown","June"
47696,1060982,2021-06-06,NA,"","Unknown","June"
47697,1060982,2021-06-06,NA,"","Unknown","June"
47873,1060983,2021-06-07,NA,"","Unknown","June"
47769,1060984,2021-06-12,NA,"","Unknown","June"
47770,1060984,2021-06-16,NA,"","Unknown","June"
47772,1060984,2021-06-16,NA,"","Unknown","June"
47773,1060984,2021-06-16,NA,"","Unknown","June"
47774,1060984,2021-06-17,NA,"","Unknown","June"
47775,1060984,2021-06-17,NA,"","Unknown","June"
47776,1060984,2021-06-17,NA,"","Unknown","June"
47777,1060984,2021-06-17,NA,"","Unknown","June"
47778,1060984,2021-06-18,NA,"","Unknown","June"
47779,1060984,2021-06-18,NA,"","Unknown","June"
47780,1060984,2021-06-18,NA,"","Unknown","June"
47781,1060984,2021-06-18,NA,"","Unknown","June"
47782,1060984,2021-06-18,NA,"","Unknown","June"
47784,1060984,2021-06-19,NA,"","Unknown","June"
47785,1060984,2021-06-19,NA,"","Unknown","June"
47786,1060984,2021-06-19,NA,"","Unknown","June"
47787,1060984,2021-06-19,NA,"","Unknown","June"
47788,1060984,2021-06-19,NA,"","Unknown","June"
47790,1060984,2021-06-19,NA,"","Unknown","June"
47791,1060984,2021-06-19,NA,"","Unknown","June"
47792,1060984,2021-06-19,NA,"","Unknown","June"
47793,1060984,2021-06-20,NA,"","Unknown","June"
47794,1060984,2021-06-20,NA,"","Unknown","June"
47796,1060984,2021-06-20,NA,"","Unknown","June"
47797,1060984,2021-06-20,NA,"","Unknown","June"
47798,1060984,2021-06-20,NA,"","Unknown","June"
47799,1060984,2021-06-21,NA,"","Unknown","June"
47800,1060984,2021-06-21,NA,"","Unknown","June"
47801,1060984,2021-06-21,NA,"","Unknown","June"
47802,1060984,2021-06-21,NA,"","Unknown","June"
47803,1060984,2021-06-22,NA,"","Unknown","June"
47808,1060985,2021-06-17,NA,"","Unknown","June"
47809,1060985,2021-06-18,NA,"","Unknown","June"
47811,1060985,2021-06-19,NA,"","Unknown","June"
47816,1060986,2021-06-16,NA,"","Unknown","June"
47817,1060986,2021-06-17,NA,"","Unknown","June"
47818,1060986,2021-06-17,NA,"","Unknown","June"
47819,1060986,2021-06-22,NA,"","Unknown","June"
47831,1060987,2021-06-14,NA,"","Unknown","June"
47832,1060987,2021-06-17,NA,"","Unknown","June"
47833,1060987,2021-06-18,NA,"","Unknown","June"
47834,1060987,2021-06-19,NA,"","Unknown","June"
47835,1060987,2021-06-19,NA,"","Unknown","June"
47830,1060988,2021-06-18,NA,"","Unknown","June"
47846,1060989,2021-06-16,NA,"","Unknown","June"
47847,1060989,2021-06-18,NA,"","Unknown","June"
47848,1060989,2021-06-18,NA,"","Unknown","June"
47849,1060989,2021-06-20,NA,"","Unknown","June"
47851,1060989,2021-06-21,NA,"","Unknown","June"
47852,1060989,2021-06-22,NA,"","Unknown","June"
47853,1060989,2021-06-22,NA,"","Unknown","June"
47854,1060990,2021-06-17,NA,"","Unknown","June"
47855,1060990,2021-06-18,NA,"","Unknown","June"
47856,1061109,2021-06-25,NA,"","Unknown","June"
47858,1061110,2021-06-26,NA,"","Unknown","June"
47859,1061112,2021-06-27,NA,"","Unknown","June"
44331,980123,2021-10-14,5,"F","Vehicle/Towed Trailer","October"
44332,980123,2021-10-14,52,"F","Vehicle/Towed Trailer","October"
44525,983977,2021-10-11,24,"M","In Water","October"
44526,984040,2021-10-28,11,"M","Outside/Open Areas","October"
44674,985589,2021-10-26,79,"M","In Water","October"
44673,985589,2021-10-26,76,"F","Other","October"
44614,986666,2021-10-09,51,"M","In Water","October"
44613,986668,2021-10-12,78,"M","In Water","October"
44636,987044,2021-10-26,NA,"M","Outside/Open Areas","October"
44785,988266,2021-10-30,43,"M","In Water","October"
44788,989399,2021-10-06,4,"F","Vehicle/Towed Trailer","October"
44789,989400,2021-10-06,18,"F","Vehicle/Towed Trailer","October"
44799,989895,2021-10-24,22,"M","Vehicle/Towed Trailer","October"
44800,989895,2021-10-24,59,"F","Vehicle/Towed Trailer","October"
44795,989914,2021-10-27,NA,"F","Vehicle/Towed Trailer","October"
44796,990000,2021-10-06,23,"M","Vehicle/Towed Trailer","October"
44797,990000,2021-10-06,23,"F","Vehicle/Towed Trailer","October"
45205,990176,2021-10-06,67,"M","Vehicle/Towed Trailer","October"
44840,991412,2021-10-28,NA,"M","In Water","October"
47860,1061113,2021-06-27,NA,"","Unknown","June"
47861,1061115,2021-06-28,NA,"","Unknown","June"
47862,1061116,2021-06-29,NA,"","Unknown","June"
47863,1061117,2021-06-29,NA,"","Unknown","June"
47864,1061117,2021-06-29,NA,"","Unknown","June"
47865,1061117,2021-06-29,NA,"","Unknown","June"
47866,1061118,2021-06-29,NA,"","Unknown","June"
47867,1061119,2021-06-30,NA,"","Unknown","June"
47868,1061119,2021-06-30,NA,"","Unknown","June"
47870,1061120,2021-06-30,NA,"","Unknown","June"
47871,1061120,2021-06-30,NA,"","Unknown","June"
47872,1061120,2021-06-30,NA,"","Unknown","June"
47771,1060984,2021-06-16,NA,"","Unknown","June"
47783,1060984,2021-06-19,NA,"","Unknown","June"
47795,1060984,2021-06-20,NA,"","Unknown","June"
47810,1060985,2021-06-19,NA,"","Unknown","June"
47845,1060989,2021-06-16,NA,"","Unknown","June"
47857,1061109,2021-06-25,NA,"","Unknown","June"
47869,1061120,2021-06-30,NA,"","Unknown","June"
47789,1060984,2021-06-19,NA,"","Unknown","June"
47850,1060989,2021-06-20,NA,"","Unknown","June"
42736,945776,2021-02-21,32,"M","In Water","February"
44474,978034,2021-08-12,13,"M","Outside/Open Areas","August"
47068,1057124,2021-05-05,NA,"","Unknown","May"
47069,1057125,2021-05-08,NA,"","Unknown","May"
47070,1057126,2021-05-12,NA,"","Unknown","May"
47071,1057127,2021-05-13,NA,"","Unknown","May"
47072,1057127,2021-05-13,NA,"","Unknown","May"
47075,1057128,2021-05-14,NA,"","Unknown","May"
47074,1057129,2021-05-16,NA,"","Unknown","May"
